"","lon","lat","ubc_mat","ubc_map","ubc_cmd","elevuse_m","ci_rng"
"1732",-122.40601,45.01315,8.8,1913,204,518,2.61702380952381
"1733",-123.77692,44.01482,10.9,2093,318,305,3.6605
"1734",-123.51208,44.17749,11,1592,441,478,3.1122
"1735",-123.85451,44.27,11.1,2164,305,274,3.23255
"1736",-123.57652,44.41382,10.8,1827,404,152,4.07
"1737",-123.85514,44.51686,10.4,2239,235,152,2.64775
"1738",-123.58478,44.66893,10.4,1876,363,332,2.59170588235294
"1739",-123.91758,44.76541,10.8,1840,209,30,2.33997727272727
"1740",-123.44385,44.90643,10,2160,353,457,3.14815625
"1741",-123.99578,44.96233,10.1,2236,138,61,3.17988461538461
"1742",-67.11466,45.02692,6.4,1150,127,48,2.69655555555555
"1743",-67.28885,45.08764,6.2,1153,164,103,2.74338888888889
"1744",-67.66224,45.0835,5.6,1152,159,90,2.84088888888889
"1745",-67.82374,45.01369,5.5,1147,157,97,2.33236111111111
"1746",-67.47939,45.29761,6,1133,157,87,2.29345238095238
"1747",-67.75631,45.37317,5.3,1144,142,140,2.55017647058824
"1748",-67.83639,45.46057,5.2,1132,129,141,2.11675
"1749",-67.64817,45.5126,5.6,1098,133,99,4.31116666666666
"1750",-68.00372,45.51395,5,1165,106,209,3.36092105263158
"1751",-67.83048,45.72897,5.1,1085,115,161,2.857
"1752",-67.80049,45.84916,4.9,1064,125,149,1.90730434782609
"1753",-67.99792,45.9265,4.6,1030,113,192,3.08223076923077
"1754",-68.00227,45.09627,5.2,1120,143,126,4.03438888888889
"1755",-68.18843,45.02623,5.1,1103,140,112,3.09745454545454
"1756",-68.35926,45.09678,5.1,1095,141,151,2.42563043478261
"1757",-68.72112,45.10166,5.4,1065,145,63,4.75089285714286
"1758",-68.91342,45.04273,5.9,1060,159,50,3.46028571428571
"1759",-68.32555,45.24184,5.2,1112,133,131,3.29192307692308
"1760",-68.70902,45.24382,5.3,1096,148,63,2.85858695652174
"1761",-68.12337,45.28229,5.2,1123,120,108,2.29263888888889
"1762",-68.52858,45.30739,5.1,1107,134,145,3.11158823529412
"1763",-68.88495,45.30455,4.8,1085,120,155,6.55055
"1764",-68.17993,45.4531,5.2,1142,115,135,4.418875
"1765",-68.85062,45.44585,4.8,1085,114,181,2.52020588235294
"1766",-68.35824,45.51379,5.2,1088,124,97,2.33459523809524
"1767",-68.71957,45.50713,4.8,1061,114,148,3.08754166666667
"1768",-68.16827,45.7219,5,1104,119,134,2.5755
"1769",-68.3362,45.65681,4.9,1099,111,174,4.24234375
"1770",-68.65342,45.74006,4.8,1046,112,136,3.76636842105263
"1771",-68.73888,45.66812,4.8,1050,109,144,3.46173076923077
"1772",-68.87843,45.70991,4.7,1043,112,150,2.6835
"1773",-68.10142,45.86039,4.6,1053,105,212,3.1685
"1774",-68.9118,45.87344,2.3,1235,12,650,3.82911111111111
"1775",-68.35057,45.93098,4.4,1049,102,219,8.598
"1776",-68.71186,45.94118,4,1045,88,227,3.04170454545455
"1777",-69.07129,45.09566,4.9,1089,120,223,3.13077777777778
"1778",-69.25336,45.02373,5.1,1081,133,190,3.95192857142857
"1779",-69.42132,45.10172,4.6,1095,122,210,3.07909090909091
"1780",-69.78323,45.10391,3.9,1189,32,422,3.3380625
"1781",-69.98171,45.02846,4.3,1131,53,369,5.11546666666667
"1782",-69.45365,45.22898,4.8,1125,116,225,3.18672222222222
"1783",-69.84447,45.12038,3.5,1204,26,474,3.07092857142857
"1784",-69.13628,45.40642,5,1104,117,143,4.30857142857143
"1785",-69.58801,45.32253,3.5,1185,92,353,3.9805
"1786",-69.93826,45.3017,3.9,1052,83,383,3.8721875
"1787",-69.30073,45.51996,2.9,1227,63,421,4.2269
"1788",-69.967,45.46348,3.8,969,88,362,3.02154166666667
"1789",-69.08082,45.51768,3.2,1209,52,427,4.0988125
"1790",-69.3788,45.58739,2.6,1212,50,435,11.992
"1791",-69.77424,45.52294,3.4,1014,78,387,5.986
"1792",-69.24309,45.72653,3.3,1051,67,359,3.6979
"1793",-69.60327,45.72532,3.6,1022,68,377,4.39
"1794",-69.78176,45.65119,3.5,1034,44,499,3.54225
"1795",-69.96426,45.71618,3.4,1015,71,358,2.95641666666667
"1796",-69.97743,44.88558,5.1,1113,70,354,2.44366666666667
"1797",-69.43355,45.94282,3.6,977,107,185,2.64146428571429
"1798",-69.77951,45.92663,3.5,1026,63,354,8.4575
"1799",-70.12847,45.09139,3.1,1199,29,499,8.77333333333333
"1800",-70.29526,45.02173,2.2,1380,0,786,5.40888888888889
"1801",-70.50589,45.09167,3.9,1006,92,409,3.363
"1802",-70.82722,45.08464,3,1201,14,621,3.62275
"1803",-70.50962,45.23703,3.7,1009,83,404,2.78914705882353
"1804",-70.86291,45.22474,2.3,1625,0,796,3.53590909090909
"1805",-70.31325,45.30214,3.2,1046,63,494,3.07626923076923
"1806",-70.68817,45.284,2.4,1264,4,601,4.58749999999999
"1807",-70.29388,45.43478,3.7,984,93,340,4.56175
"1808",-70.14058,45.52209,2.8,1243,0,574,3.41192857142857
"1809",-70.50823,45.48977,2.4,1173,6,532,7.44288888888889
"1810",-70.32749,45.72956,2.8,1209,0,529,5.90477272727272
"1811",-70.4884,45.65138,3.1,1247,12,569,1.49572222222222
"1812",-70.14035,45.92897,2.7,1198,14,504,4.22166666666667
"1813",-71.02501,45.02409,3.4,1120,31,539,7.26675
"1814",-71.1957,45.08052,2.9,1335,0,673,6.00015
"1815",-71.32952,45.0189,3.5,1194,7,527,3.425
"1816",-70.99558,45.29734,2.1,1243,0,636,2.85515384615385
"1817",-84.43848,45.13948,5.7,770,257,304,3.15025
"1818",-84.80032,45.07156,5.9,858,221,417,8.395
"1819",-84.3646,45.3635,6.3,756,255,237,3.5515
"1820",-84.91304,45.50373,6.2,779,237,226,5.092
"1821",-84.20772,45.57199,6.3,752,208,223,4.1988125
"1822",-87.8902,45.91802,5,762,178,390,3.40455555555556
"1823",-88.898,45.07641,5.3,817,161,414,4.2090625
"1824",-88.02198,45.66209,5.3,764,190,326,3.57525
"1825",-122.02871,43.08933,5.3,969,455,1672,0
"1826",-88.25817,45.85391,4.7,763,177,380,2.728
"1827",-89.89821,45.78775,4.2,780,131,506,2.82990909090909
"1828",-90.08992,45.32748,4.4,803,137,489,6.962125
"1829",-90.32311,45.48544,4.5,803,136,473,3.44333333333333
"1830",-91.22088,45.5269,5.2,825,139,351,5.10281818181818
"1831",-91.7552,45.87872,4.9,765,153,389,6.1442
"1832",-92.33537,45.10069,5.8,779,135,349,8.15457142857143
"1833",-93.09808,45.58063,5.7,756,136,298,6.45814285714286
"1834",-93.59851,45.93434,5,726,142,379,7.00666666666667
"1835",-94.13627,45.88325,5.4,698,173,356,3.65
"1836",-95.68701,45.22803,6.4,644,244,318,4.772
"1837",-104.29324,45.51831,6.6,387,479,1161,2.8165
"1838",-105.83465,45.23971,7.5,346,574,1120,3.6062
"1839",-106.53414,45.28478,7.2,376,575,1122,4.20205
"1840",-106.02818,45.7395,7.2,366,552,1103,4.0655
"1841",-107.04263,45.27673,6.5,526,421,1358,3.30125
"1842",-108.44791,45.35048,6.1,541,251,1980,1.77090909090909
"1843",-109.21628,45.05312,5.5,589,285,1914,3.848
"1844",-109.72777,45.01023,0,973,155,2761,0.75
"1845",-109.97468,45.50855,2.7,770,176,2467,0.711111111111111
"1846",-110.40375,45.04524,2.3,583,287,2320,0.9375
"1847",-110.04641,45.3748,1,867,160,2407,3.76571428571429
"1848",-111.06703,45.07014,0.4,1080,107,2731,0.75
"1849",-111.83537,45.28539,5.1,430,396,1788,3.24985714285714
"1850",-111.25212,45.42602,4,623,279,1848,4.02538461538462
"1851",-111.89892,45.42503,2.7,771,183,2246,3.295
"1852",-112.15407,45.28799,4.5,475,301,1973,2.398
"1853",-113.41469,45.04487,2.7,557,350,2158,4.185
"1854",-113.48335,45.30982,2.5,467,392,2081,4.34125
"1855",-113.05833,45.81095,3.1,401,373,1912,2.45058333333333
"1856",-114.58697,44.99399,3,719,292,2226,2.511
"1857",-114.82964,45.26896,-0.1,1237,160,2588,0
"1858",-114.95467,45.58415,4.4,979,271,1520,0.774
"1859",-114.09898,45.79314,2.7,1129,222,2354,0
"1860",-114.86683,45.76545,3,1095,213,1914,3.15357142857143
"1861",-115.2701,44.97553,0.5,1174,185,2498,0
"1862",-115.4127,45.0102,1.2,955,271,2273,0
"1863",-115.73334,45.14806,1.4,866,280,2195,0.645
"1864",-115.21843,45.22702,1.7,858,296,2083,2.232
"1865",-115.85369,45.24175,2.8,966,291,1977,0
"1866",-115.1432,45.40626,2.3,894,268,1892,1.27714285714286
"1867",-115.78283,45.63998,1.6,1086,203,2006,2.172
"1868",-115.52209,45.64476,1.7,1060,206,1999,0
"1869",-115.84902,45.73443,3.5,887,244,1860,3.03417647058823
"1870",-115.19746,45.9069,4.3,1017,210,1707,1.79434782608696
"1871",-116.98449,45.10457,4.6,1219,348,1737,0.878571428571429
"1872",-116.65667,45.48181,4.2,876,214,1981,1.33143333333333
"1873",-116.10417,45.60398,5.4,950,248,1570,2.72856
"1874",-116.60758,45.9653,8,550,412,1036,0.535714285714286
"1875",-117.53487,45.08542,4.4,968,351,1732,0.754384615384613
"1876",-117.11425,45.20816,1.5,1162,165,2347,0
"1877",-117.67782,45.18394,5.2,946,325,1554,2.615625
"1878",-117.58422,45.3261,5.8,874,374,1158,1.86221428571429
"1879",-117.59078,45.56071,6.1,606,401,1352,2.98928571428571
"1880",-117.34041,45.70727,9.1,587,631,396,0
"1881",-117.94711,45.64161,7.2,678,504,1036,1.96272727272727
"1882",-117.04544,45.84905,6.6,522,334,1545,1.86
"1883",-117.66244,45.81303,8.3,645,476,1097,1.773
"1884",-117.38274,45.95133,8.9,534,517,853,2.84323076923077
"1885",-117.74302,45.93257,6.9,784,351,1463,1.72792105263158
"1886",-117.95333,45.88383,5.7,1204,288,1402,1.45317647058823
"1887",-118.17086,45.06744,5.1,774,389,1707,0
"1888",-118.88168,45.10939,6.9,483,570,1061,0.469090909090909
"1889",-118.80629,45.01028,7.1,487,545,1158,0
"1890",-118.29912,45.16631,5.1,752,355,1737,1.47705882352941
"1891",-118.49882,45.17577,5.9,606,423,1463,2.03368421052632
"1892",-118.64035,45.28046,6,670,388,1372,0
"1893",-118.84314,45.22915,5.8,662,390,1494,0.703636363636364
"1894",-118.53386,45.40169,7.4,704,452,975,2.62593181818182
"1895",-118.20615,45.5065,5.8,914,338,1433,0.407142857142857
"1896",-119.13474,45.10311,6.4,629,410,1433,2.13
"1897",-119.52889,45.11032,6.7,515,454,1372,2.404
"1898",-120.45909,45.78876,10.8,341,781,122,3.54118181818181
"1899",-120.72371,45.887,8.2,483,658,701,2.95690909090909
"1900",-120.5398,45.87197,9.8,374,736,396,3.70845833333333
"1901",-121.64889,45.0564,5.5,1266,277,1494,2.81727272727273
"1902",-121.5668,45.19936,6.1,1146,329,1219,1.71659523809524
"1903",-121.91564,45.30661,7.4,2212,181,884,2.55182352941176
"1904",-121.42401,45.44837,7.3,733,451,1006,0.86
"1905",-121.63848,45.45107,6.7,2217,205,1067,2.26761904761905
"1906",-121.62556,45.6929,9.5,960,489,366,2.88271428571428
"1907",-121.36182,45.83136,8,919,508,692,3.28773684210526
"1908",-121.98261,45.79731,8,2922,191,884,2.0558125
"1909",-121.69381,45.89314,6.3,2238,186,1189,2.43797058823529
"1910",-122.25685,45.01275,7.2,2748,166,1189,2.89202631578947
"1911",-122.20064,45.16113,8.9,1970,191,579,2.21892307692308
"1912",-122.46812,45.24956,10.6,1492,310,253,3.211375
"1913",-122.82264,45.35359,11.6,1090,425,91,2.60721428571429
"1914",-122.19598,45.39254,10.1,1820,238,305,2.475
"1915",-122.06709,45.65358,9.3,2473,196,457,2.48544
"1916",-122.411,45.74844,10.3,2032,215,213,2.76446875
"1917",-122.5537,45.69436,11.2,1236,359,83,2.62444444444444
"1918",-122.99616,45.6808,9.6,1548,343,335,2.71342857142857
"1919",-122.27972,45.8555,9.8,2866,210,183,3.0538125
"1920",-122.62861,45.95304,10.4,1854,260,213,5.58
"1921",-123.3683,45.0578,11.3,1307,483,122,2.52806
"1922",-123.73062,45.15001,8.7,2486,153,520,1.89866666666667
"1923",-123.83606,45.23041,10.1,2457,158,152,2.70861111111111
"1924",-123.22389,45.32129,11.3,1242,467,91,3.50615384615385
"1925",-123.44955,45.31196,8.5,2474,242,610,2.599025
"1926",-123.72911,45.34656,8.5,3103,104,610,2.45152631578947
"1927",-123.17265,45.45287,10.9,1200,463,112,2.85835714285714
"1928",-123.27925,45.54235,8.7,1879,297,457,2.95647368421053
"1929",-123.43962,45.51015,8,3121,153,632,2.99938461538461
"1930",-123.79913,45.60527,8.9,3701,108,638,2.89411538461538
"1931",-123.16939,45.6555,10.6,1240,442,122,2.5017962962963
"1932",-123.59774,45.64491,9.3,3784,157,457,5.25233333333333
"1933",-123.53373,45.74865,8.4,3948,118,884,2.67552272727273
"1934",-123.87846,45.84248,8.9,4375,88,457,5.676
"1935",-123.18083,45.7991,9.6,1393,386,235,2.33397368421053
"1936",-123.9559,45.94788,10,2373,125,213,4.972
"1937",-67.80277,46.14358,4.7,1010,120,164,3.13975
"1938",-67.97624,46.34433,4,1070,89,243,4.97292307692308
"1939",-68.35503,46.07986,4.1,1048,91,259,6.21036363636363
"1940",-68.7074,46.07963,4.2,1022,106,195,2.30516666666667
"1941",-68.16435,46.14429,4,1022,98,234,5.00933333333333
"1942",-68.52574,46.14551,3.8,1054,82,266,3.05828947368421
"1943",-68.89571,46.14397,3.6,989,112,241,3.87747368421053
"1944",-68.15895,46.2751,3.9,1023,111,186,2.87347222222222
"1945",-68.34068,46.34162,3.4,996,99,254,3.360625
"1946",-68.71664,46.35337,3.8,1009,99,267,2.04636111111111
"1947",-68.88077,46.26856,3.8,1003,106,257,2.3293125
"1948",-68.30626,46.49467,3.4,968,116,181,2.80823529411765
"1949",-68.69426,46.49241,3.3,981,96,306,4.48006666666666
"1950",-68.22101,46.46283,3.4,1006,98,236,2.68052941176471
"1951",-68.52345,46.57114,3.4,943,118,203,2.17392105263158
"1952",-121.68971,43.09163,5.8,686,630,1477,0
"1953",-68.78373,46.47117,3.3,1015,81,368,2.37206666666667
"1954",-68.85823,46.72149,3.2,1004,76,303,2.9293125
"1955",-68.33395,46.77242,3.6,980,99,192,2.58308333333333
"1956",-68.71333,46.78041,3.1,982,91,337,2.78484375
"1957",-68.13383,46.9889,3.5,961,98,192,2.66603846153846
"1958",-68.32634,46.91285,3.4,1007,76,302,2.236875
"1959",-68.54911,46.97402,3.1,1015,68,312,2.61767857142857
"1960",-68.64378,46.84341,3.3,995,86,202,3.51311111111111
"1961",-68.88214,46.98121,2.8,1073,48,419,2.427
"1962",-69.41307,46.09119,3.6,1003,87,314,2.74484615384615
"1963",-69.77859,46.07092,3,1074,32,472,3.37688461538462
"1964",-69.25493,46.15654,3.3,1007,97,352,2.95210714285714
"1965",-69.54612,46.3148,3.2,958,102,324,3.07113333333333
"1966",-69.96908,46.13064,3.2,1057,42,403,4.76
"1967",-69.07512,46.37094,3,994,70,395,2.20869047619048
"1968",-69.24199,46.2895,3.2,976,101,327,3.48553846153846
"1969",-69.43418,46.35978,3.2,997,81,367,3.74294444444444
"1970",-69.8101,46.34126,3,1025,64,453,2.84463333333333
"1971",-69.96949,46.26621,3.1,1050,46,437,3.4076
"1972",-69.44218,46.47985,3.2,976,90,322,2.80678571428571
"1973",-69.75325,46.51946,3.1,992,78,382,2.8811
"1974",-69.36951,46.52264,3.1,948,84,436,3.51488888888889
"1975",-69.60713,46.57319,3.1,966,85,366,3.11023076923077
"1976",-69.14043,46.74254,2.9,1023,49,439,3.91725
"1977",-69.94961,46.72125,3.2,1029,72,380,4.476
"1978",-69.0707,46.78664,2.9,1079,28,462,2.59673333333333
"1979",-69.44525,46.76486,3.2,922,105,357,2.53414285714286
"1980",-69.78201,46.78218,3.2,983,89,344,2.61209615384615
"1981",-69.24879,46.89753,3,969,84,309,3.37038461538461
"1982",-69.42549,46.92472,3.1,975,83,357,2.1245
"1983",-69.61657,46.98444,3.3,895,126,328,2.63691666666667
"1984",-70.1412,46.35291,3.2,1049,54,404,3.35315
"1985",-84.43916,46.41021,4.4,850,162,194,3.812875
"1986",-85.85347,46.2606,5.6,818,200,230,3.7325
"1987",-85.15115,46.32711,4.7,838,179,272,6.43371428571429
"1988",-85.78589,46.48818,4.7,825,189,317,4.7001875
"1989",-86.53166,46.14337,5.5,820,201,216,4.33578571428571
"1990",-86.29415,46.59691,5.1,780,190,228,8.26866666666666
"1991",-87.22753,46.0281,5.3,825,155,314,3.00194444444444
"1992",-87.75359,46.12694,4.9,764,182,370,4.4495
"1993",-87.02322,46.46937,5.5,797,178,233,3.65875
"1994",-88.38218,46.27914,4.1,787,166,490,2.89555
"1995",-88.98921,46.38355,4.3,797,154,533,5.8209
"1996",-88.93896,46.61806,4.5,780,199,402,7.78735714285714
"1997",-88.1666,46.73794,4.2,941,116,531,3.193875
"1998",-89.46004,46.07873,4.2,801,116,552,9.02191666666666
"1999",-89.0857,46.14193,4.4,819,129,241,3.7305625
"2000",-90.35141,46.11966,4.3,848,98,533,3.51135
"2001",-90.63259,46.32405,4.4,868,122,446,4.32093333333333
"2002",-90.88059,46.48473,4.7,790,150,240,2.9475
"2003",-90.17153,46.59138,4.8,856,133,379,8.79
"2004",-91.53714,46.34308,4.5,800,149,376,3.028
"2005",-91.98954,46.92481,3.4,742,95,395,3.21540909090909
"2006",-92.53505,45.99763,4.9,764,150,292,2.53185714285714
"2007",-92.92676,46.06991,4.5,768,136,341,3.56166666666666
"2008",-92.27468,46.20808,4.5,762,151,351,2.904125
"2009",-92.76068,46.54309,3.9,733,157,383,3.27811111111111
"2010",-92.8808,46.82196,3.6,715,149,415,3.588875
"2011",-93.32144,46.52433,4,721,156,405,5.499875
"2012",-93.37969,46.6626,4.1,715,156,383,3.66009375
"2013",-93.96589,46.73389,4.2,694,164,405,2.59053125
"2014",-94.25748,47.67051,3.4,655,155,410,3.7528125
"2015",-94.57673,46.82148,3.8,668,158,445,4.0001875
"2016",-95.25052,46.69906,4.1,638,175,458,3.35246428571429
"2017",-108.39662,46.34377,7.2,351,525,1210,0.881666666666667
"2018",-109.4893,46.85928,4.5,694,188,1690,3.90745
"2019",-110.29021,46.14213,2.1,935,126,2283,3.1855
"2020",-110.69355,46.84575,1.3,834,141,2263,0.75
"2021",-111.7846,46.27546,4.1,515,295,1818,5.97857142857143
"2022",-111.2645,46.36715,4.7,437,367,1701,3.419375
"2023",-111.79746,46.77222,6.2,339,493,1336,4.04090909090909
"2024",-111.52836,46.8628,3.5,568,235,1890,4.65
"2025",-112.62647,46.17928,3.4,512,292,1991,0.9375
"2026",-112.4986,46.40575,2.8,682,214,2024,3.12423076923076
"2027",-112.1116,46.90172,5.9,364,461,1369,0.78
"2028",-113.65252,46.02666,2,780,221,2162,3.18296875
"2029",-113.99202,46.15593,4.7,529,413,1541,1.28428571428571
"2030",-113.86791,46.37592,3.2,793,250,1874,3.348
"2031",-113.47533,46.52523,2.9,708,223,2057,0.46875
"2032",-113.68051,46.52036,2.8,956,162,2256,0.39
"2033",-113.09876,46.84822,4.6,475,406,1577,3.80692307692308
"2034",-114.03889,45.97428,5.2,476,469,1496,2.52295454545455
"2035",-114.60966,46.12469,4.1,1001,298,1519,1.165
"2036",-114.9955,46.12472,7.9,719,468,764,3.6461
"2037",-114.92964,46.25921,5.7,1012,287,1297,4.03909090909091
"2038",-114.12741,46.51126,7.1,312,638,1047,5.58
"2039",-114.6613,46.48251,4,1103,246,1553,3.255
"2040",-114.90603,46.75232,3.3,1695,126,1880,0.774
"2041",-114.31655,46.74474,4.9,689,403,1323,2.36634090909091
"2042",-114.37024,46.88058,2.7,1298,131,2114,0
"2043",-115.25586,45.99885,4.4,989,215,1692,3.13875
"2044",-115.67779,46.11771,7.6,932,328,980,3.27465
"2045",-115.83449,46.09471,8.3,702,380,880,3.44222222222222
"2046",-116.15585,46.37006,9,744,411,880,2.73835714285714
"2047",-115.24835,46.36047,6.2,1171,259,1224,2.8625
"2048",-115.04901,46.35837,3.5,1548,138,1736,2.926
"2049",-115.36777,46.45032,4.8,1519,169,1618,3.16561904761905
"2050",-115.29643,46.71858,6.3,1178,317,895,3.61746153846154
"2051",-115.96029,46.71681,7.8,838,408,799,2.85230555555556
"2052",-115.22413,46.85155,4.7,1483,205,1593,3.34833333333333
"2053",-116.87016,46.05496,8.1,527,427,1081,3.93882352941176
"2054",-117.44053,46.06455,7,808,311,1494,2.28272727272727
"2055",-117.654,46.02599,6.9,764,354,1471,1.33435294117647
"2056",-117.37103,46.16128,7,707,323,1311,1.13771052631579
"2057",-117.97801,46.14305,8,1152,323,1097,3.65055555555556
"2058",-117.70713,46.27015,7,1055,316,1372,2.71434782608696
"2059",-120.80799,46.08756,6.1,729,467,1218,2.67613157894737
"2060",-120.8633,46.84166,5.7,797,389,1341,2.79
"2061",-121.3484,46.07971,6.7,992,439,945,1.683125
"2062",-121.08647,46.23314,6.4,791,469,1128,0.595384615384615
"2063",-121.75432,46.14062,5,2457,144,1250,2.30203333333333
"2064",-121.4352,46.28172,2.7,1448,197,1645,1.67363636363636
"2065",-121.15026,46.43587,6,787,539,396,0.516
"2066",-121.57542,46.42703,4.4,1700,175,1554,2.4991
"2067",-121.7503,46.38318,6.5,1912,206,1006,2.67838235294118
"2068",-121.1733,46.6761,5.1,990,366,1250,2.23105263157895
"2069",-121.82117,46.63494,6,2178,135,1097,2.2666875
"2070",-121.22971,46.91787,6.3,779,529,335,1.009
"2071",-123.0286,46.24608,8.5,2586,123,671,3.87385
"2072",-122.76929,46.08958,10,1852,215,396,3.32565384615385
"2073",-122.95887,46.04657,10.1,1324,343,61,2.45560714285714
"2074",-122.80187,46.31421,10.1,1338,329,152,2.6326875
"2075",-122.06846,46.49639,9.4,1696,264,299,2.80665
"2076",-122.53168,46.46065,9.4,1740,204,457,2.55163636363636
"2077",-122.71289,46.44903,10.4,1223,357,91,4.125
"2078",-122.43316,46.58675,9.5,1800,248,213,3.6092
"2079",-122.14057,46.73709,8.5,2012,210,427,2.97408823529412
"2080",-122.79435,46.69444,10.2,1251,349,121,3.024
"2081",-121.6258,43.08553,6.3,713,621,1501,0
"2082",-122.25335,46.85748,10,1029,341,274,2.41619047619048
"2083",-122.50085,46.83412,10.2,1031,366,61,2.64182608695652
"2084",-122.91638,46.80298,10.5,1254,346,152,2.46544736842105
"2085",-122.19117,46.9601,9.1,1499,214,528,3.36338461538462
"2086",-123.38245,46.0235,9.6,1923,304,274,4.3666875
"2087",-123.59973,45.99104,9.5,3750,150,366,2.61945
"2088",-123.8886,46.0889,10.1,2056,149,65,3.94575
"2089",-123.3761,46.34214,9,2527,174,396,3.16707692307692
"2090",-123.03166,46.2908,9.8,1773,238,274,3.792
"2091",-123.74113,46.35046,10.3,2729,145,91,3.2630625
"2092",-123.94793,46.34219,10,1978,147,0,2.55888888888889
"2093",-123.13441,46.40355,9.5,1855,236,335,5.154
"2094",-123.32258,46.39813,8.3,2726,159,562,3.95085
"2095",-123.65452,46.49886,9.3,3101,143,396,3.4329
"2096",-121.70689,46.59124,9.9,1302,449,122,2.25333333333333
"2097",-123.3781,46.63943,9.5,1914,264,213,4.806
"2098",-123.73489,46.73756,9.7,2296,175,91,3.58378571428571
"2099",-123.43744,46.88065,9.7,2192,219,261,2.63426315789474
"2100",-124.09675,46.83229,9.7,1865,136,30,2.81855882352941
"2101",-67.95617,47.18255,3.2,944,104,135,4.30542857142857
"2102",-68.11826,47.13055,3.3,1018,73,226,2.92865384615385
"2103",-68.87408,47.12395,2.8,1149,30,443,4.69975
"2104",-68.3219,47.19139,3.2,952,97,204,2.799125
"2105",-68.67714,47.21658,2.5,1092,29,419,2.76013333333333
"2106",-69.04324,47.19134,3.3,987,86,285,3.24835714285714
"2107",-69.41991,47.20067,3.2,1062,56,348,3.15833333333333
"2108",-69.23129,47.39644,3.2,1075,56,405,4.53215384615384
"2109",-91.89124,47.16385,2.8,725,145,466,2.99990909090909
"2110",-91.13112,47.54243,3.1,755,130,451,2.82353846153846
"2111",-91.58803,47.75326,2.8,719,133,486,3.39175
"2112",-91.72517,47.65837,3,712,130,511,3.33605
"2113",-91.02075,47.78615,2.4,758,114,586,2.90142857142857
"2114",-91.61215,47.88366,3.1,706,132,437,2.97023333333333
"2115",-92.58966,47.02352,3.3,711,147,409,3.78025
"2116",-92.44731,47.1257,3,705,138,429,2.93292857142857
"2117",-92.481,47.27116,3,706,134,429,3.17727272727273
"2118",-92.03835,47.44836,2.6,701,142,486,2.85863636363636
"2119",-92.42409,47.52637,2.6,699,123,512,3.58475
"2120",-92.96141,47.86165,3.1,666,169,397,2.56178571428571
"2121",-92.22571,47.99158,2.8,719,134,429,2.9272
"2122",-93.12459,47.38884,3.2,717,122,439,2.7135
"2123",-93.72711,47.47348,3.5,689,138,418,3.06822727272727
"2124",-93.55528,47.95341,3.1,674,148,399,2.93672727272727
"2125",-94.10284,47.01258,3.8,673,162,406,2.68820833333333
"2126",-94.41368,47.31677,3.6,648,165,402,3.71177777777778
"2127",-94.31592,47.55821,3.5,655,157,408,2.7778
"2128",-94.90632,47.51095,3.4,631,153,418,2.84811538461539
"2129",-94.45929,47.8377,3.2,650,143,419,3.789875
"2130",-95.79464,47.00785,4,586,204,465,2.9970625
"2131",-95.31817,47.19678,3.5,645,173,570,2.40006666666667
"2132",-95.77681,47.22009,3.8,578,215,460,4.82342857142857
"2133",-95.03915,47.40571,3.5,638,163,442,2.28371428571429
"2134",-95.57194,47.56786,3.6,593,204,421,3.3561
"2135",-107.52992,47.5093,7.9,332,502,939,4.0385
"2136",-107.71364,47.54598,7.3,327,539,858,1.315
"2137",-108.35681,47.33017,7.6,344,522,979,1.06819999999999
"2138",-108.9546,47.5661,7.6,345,545,833,4.96878571428571
"2139",-112.78373,47.12398,1.9,1177,165,2181,2.33326923076923
"2140",-112.80845,48.02444,1.4,953,55,2124,0.375
"2141",-113.69384,47.01767,5.5,583,426,1307,3.01368421052632
"2142",-113.73565,47.5015,5.7,542,439,1174,3.07066666666667
"2143",-113.87229,47.86681,6.3,729,338,999,3.579
"2144",-113.53924,48.01584,4.1,944,201,1481,1.93736111111111
"2145",-113.75243,47.99861,3.4,1463,76,1611,4.34263636363635
"2146",-114.35291,47.23784,4.6,803,188,1727,5.022
"2147",-114.6947,47.2017,4.1,1122,151,1910,0
"2148",-114.68668,47.3915,5.4,863,206,1699,3.4875
"2149",-114.00305,47.63562,4,1068,140,1589,2.55263157894737
"2150",-114.33264,47.73677,6.9,483,383,1255,0.433333333333333
"2151",-114.22989,47.98354,6.1,495,378,1101,3.05935294117647
"2152",-115.62137,47.08425,4.3,1192,193,1561,3.07666666666667
"2153",-115.88146,47.08485,5,1248,232,1509,3.86307692307692
"2154",-113.42544,47.25975,4.3,781,277,1615,2.64117857142857
"2155",-121.55037,43.0887,6,666,631,1505,0
"2156",-115.80167,47.5832,5.1,1168,238,1197,2.69176470588235
"2157",-115.93892,47.58014,6.6,940,356,910,3.66371875
"2158",-115.60847,47.71182,5.3,1138,221,1340,3.348
"2159",-115.13266,47.79806,4.9,849,318,1268,2.6965
"2160",-116.20311,47.08942,5.4,1247,266,1346,3.14117647058824
"2161",-116.53629,47.09276,6.4,970,346,1016,2.29726086956522
"2162",-116.9958,47.04537,7,736,408,968,5.022
"2163",-115.95083,47.21788,5.9,1047,307,1184,2.73195238095238
"2164",-116.54462,47.13379,6.9,868,393,874,3.2048947368421
"2165",-116.87012,47.18199,7.5,696,445,853,3.927
"2166",-116.73847,47.45373,8,706,451,732,4.185
"2167",-117.00515,47.496,8,613,471,776,3.0025
